win,lose,probability
Milwaukee Bucks,Minnesota Timberwolves,0.5137814789218687
New York Knicks,New Orleans Pelicans,0.5659058210053575
San Antonio Spurs,Portland Trail Blazers,0.730122331280127
Washington Wizards,Brooklyn Nets,0.7800722387176618
Chicago Bulls,Milwaukee Bucks,0.6534840947823247
Cleveland Cavaliers,Charlotte Hornets,0.6878713524394712
Houston Rockets,New York Knicks,0.6360886437857668
Oklahoma City Thunder,Los Angeles Clippers,0.6079637057720093
Memphis Grizzlies,Sacramento Kings,0.5943793403655344
Utah Jazz,Phoenix Suns,0.7702020669534968
San Antonio Spurs,Atlanta Hawks,0.7887306026801918
Indiana Pacers,Orlando Magic,0.6286713755358447
Toronto Raptors,Los Angeles Lakers,0.9505548379865145
Miami Heat,Detroit Pistons,0.5692393041143127
Portland Trail Blazers,Minnesota Timberwolves,0.7854832467442497
Utah Jazz,Brooklyn Nets,0.8254285881620829
Charlotte Hornets,Chicago Bulls,0.6311892977157312
Cleveland Cavaliers,New Orleans Pelicans,0.8505375823026307
Golden State Warriors,Denver Nuggets,0.9117640921064213
Washington Wizards,Houston Rockets,0.5248761890062685
Los Angeles Clippers,Phoenix Suns,0.8688316612394019
Oklahoma City Thunder,Milwaukee Bucks,0.8342350322657531
Orlando Magic,New York Knicks,0.609486288836294
Boston Celtics,Utah Jazz,0.6178216628059139
Washington Wizards,Dallas Mavericks,0.5625397715741355
Sacramento Kings,Denver Nuggets,0.512510029045621
Indiana Pacers,Detroit Pistons,0.5330483977387152
Memphis Grizzlies,Los Angeles Lakers,0.873366485196682
Minnesota Timberwolves,Philadelphia 76ers,0.8629948563925288
Miami Heat,Phoenix Suns,0.8643776545238577
San Antonio Spurs,Toronto Raptors,0.6660060052202326
Oklahoma City Thunder,Charlotte Hornets,0.6564597171206363
Cleveland Cavaliers,Chicago Bulls,0.7299311174402524
Golden State Warriors,Portland Trail Blazers,0.7691471491851134
Los Angeles Clippers,Memphis Grizzlies,0.6864381936881006
Milwaukee Bucks,New York Knicks,0.5256728753470974
Atlanta Hawks,Orlando Magic,0.7341335158970326
Miami Heat,Sacramento Kings,0.7284423149736955
Dallas Mavericks,Phoenix Suns,0.7416248295319511
San Antonio Spurs,Denver Nuggets,0.901399514431784
Charlotte Hornets,Detroit Pistons,0.5927924707478233
Oklahoma City Thunder,Houston Rockets,0.7323200995656585
Indiana Pacers,Brooklyn Nets,0.8289798714080696
Atlanta Hawks,New Orleans Pelicans,0.8051204903836441
Portland Trail Blazers,Los Angeles Lakers,0.9001767949180882
Toronto Raptors,Utah Jazz,0.7052999713822661
Boston Celtics,Philadelphia 76ers,0.938186416965729
Cleveland Cavaliers,Brooklyn Nets,0.9337375804262938
Golden State Warriors,Memphis Grizzlies,0.8725346421026126
Miami Heat,Los Angeles Lakers,0.9266064290530541
New York Knicks,Milwaukee Bucks,0.5127699175600967
Houston Rockets,Orlando Magic,0.5957581306037716
Los Angeles Clippers,Sacramento Kings,0.7815021632477663
Washington Wizards,Minnesota Timberwolves,0.6656998727840493
Boston Celtics,New Orleans Pelicans,0.7621617479620741
Toronto Raptors,Chicago Bulls,0.7137055344265861
Atlanta Hawks,Dallas Mavericks,0.6785041063690957
Indiana Pacers,New York Knicks,0.69113547741784
Utah Jazz,Minnesota Timberwolves,0.6756996766427285
Oklahoma City Thunder,Denver Nuggets,0.8510566638224849
San Antonio Spurs,Charlotte Hornets,0.7438932036315963
Brooklyn Nets,Philadelphia 76ers,0.6650640844068508
Los Angeles Clippers,Miami Heat,0.5446024224983697
Orlando Magic,Los Angeles Lakers,0.8520428439670134
Utah Jazz,Memphis Grizzlies,0.5420555774853008
Washington Wizards,Milwaukee Bucks,0.6702034513216687
Cleveland Cavaliers,Phoenix Suns,0.9238418022683819
Portland Trail Blazers,Detroit Pistons,0.5729224980335963
Golden State Warriors,Sacramento Kings,0.9160257283729254
Toronto Raptors,Houston Rockets,0.723637153796877
Oklahoma City Thunder,Chicago Bulls,0.7298622035780082
Dallas Mavericks,Minnesota Timberwolves,0.6781600264347936
New Orleans Pelicans,New York Knicks,0.5243470370374728
Atlanta Hawks,Brooklyn Nets,0.8900775944700345
Golden State Warriors,Miami Heat,0.7890025037660593
Charlotte Hornets,Houston Rockets,0.6340948919385887
Portland Trail Blazers,Los Angeles Lakers,0.9340796175729559
Detroit Pistons,Sacramento Kings,0.6587057233113595
San Antonio Spurs,Milwaukee Bucks,0.9036116843309552
Toronto Raptors,Boston Celtics,0.5925158490960974
Cleveland Cavaliers,Utah Jazz,0.7587653817401591
Chicago Bulls,Washington Wizards,0.5455405296271971
Boston Celtics,Washington Wizards,0.6077292400928953
Los Angeles Clippers,Orlando Magic,0.7238947143230242
Houston Rockets,Minnesota Timberwolves,0.6556951430270275
Oklahoma City Thunder,Memphis Grizzlies,0.7910230614417468
New York Knicks,Philadelphia 76ers,0.8845339258064879
Cleveland Cavaliers,Portland Trail Blazers,0.6635176157449476
New Orleans Pelicans,Brooklyn Nets,0.7046028064261813
Indiana Pacers,Denver Nuggets,0.6881249692363391
Golden State Warriors,Detroit Pistons,0.8386375161612555
Chicago Bulls,New York Knicks,0.6988895826291328
Dallas Mavericks,Phoenix Suns,0.8045493825178992
San Antonio Spurs,Los Angeles Lakers,0.9659496815617188
Boston Celtics,Atlanta Hawks,0.5360467877362439
Houston Rockets,Memphis Grizzlies,0.5247726287640947
Miami Heat,Milwaukee Bucks,0.7530565927056387
Oklahoma City Thunder,Minnesota Timberwolves,0.843361214044843
Charlotte Hornets,Philadelphia 76ers,0.9586849758666371
Portland Trail Blazers,Orlando Magic,0.6790831221799082
Cleveland Cavaliers,Sacramento Kings,0.8362143411004861
Toronto Raptors,Brooklyn Nets,0.90560592577365
Detroit Pistons,Utah Jazz,0.5431742338806841
Chicago Bulls,New Orleans Pelicans,0.6546870285026127
Los Angeles Clippers,Los Angeles Lakers,0.9178504280363671
San Antonio Spurs,Phoenix Suns,0.9558440501499191
Utah Jazz,Orlando Magic,0.5701953864423392
Washington Wizards,Philadelphia 76ers,0.8925579398018352
Atlanta Hawks,Milwaukee Bucks,0.737456576558824
Houston Rockets,Brooklyn Nets,0.8120916163392028
Dallas Mavericks,Minnesota Timberwolves,0.646166879844911
Detroit Pistons,Los Angeles Lakers,0.9008308487417429
Chicago Bulls,Memphis Grizzlies,0.556980324701392
Oklahoma City Thunder,Sacramento Kings,0.8157323398915056
Toronto Raptors,New York Knicks,0.8157996029906716
Charlotte Hornets,Boston Celtics,0.5031150758885169
Orlando Magic,Denver Nuggets,0.5511114490729743
Golden State Warriors,Cleveland Cavaliers,0.6626957686906219
Indiana Pacers,New Orleans Pelicans,0.7056208218686038
Oklahoma City Thunder,Los Angeles Clippers,0.5798305594935756
Milwaukee Bucks,Philadelphia 76ers,0.8282027542708513
Atlanta Hawks,New York Knicks,0.7891294241589933
Utah Jazz,Phoenix Suns,0.8027742383297777
Portland Trail Blazers,Washington Wizards,0.6651223862256563
Toronto Raptors,Brooklyn Nets,0.9185247151462614
Dallas Mavericks,Chicago Bulls,0.5139462530002988
Denver Nuggets,Los Angeles Lakers,0.820427793096289
Miami Heat,Houston Rockets,0.6196039501676105
San Antonio Spurs,Minnesota Timberwolves,0.9145303258217464
Boston Celtics,New York Knicks,0.7494707738581704
Portland Trail Blazers,Charlotte Hornets,0.5651316376483778
Atlanta Hawks,Detroit Pistons,0.6036539794178184
Golden State Warriors,Oklahoma City Thunder,0.6938031694003791
Houston Rockets,Milwaukee Bucks,0.650647639788531
Orlando Magic,New Orleans Pelicans,0.6327605687291478
Toronto Raptors,Philadelphia 76ers,0.9712644456236569
Indiana Pacers,Sacramento Kings,0.6873933146588518
Washington Wizards,Memphis Grizzlies,0.5084616916058141
Cleveland Cavaliers,Phoenix Suns,0.9103519349641783
Los Angeles Clippers,Minnesota Timberwolves,0.8082175259476498
Miami Heat,Dallas Mavericks,0.5954897689075882
Washington Wizards,New York Knicks,0.6951390366554067
San Antonio Spurs,Denver Nuggets,0.8935102244883597
Atlanta Hawks,Chicago Bulls,0.572866690503364
Toronto Raptors,Charlotte Hornets,0.6380898127950527
Utah Jazz,Dallas Mavericks,0.552045965146154
Golden State Warriors,Houston Rockets,0.8708238709013094
Indiana Pacers,Los Angeles Lakers,0.9118888923488409
Memphis Grizzlies,Sacramento Kings,0.5800694458361066
New Orleans Pelicans,Brooklyn Nets,0.624294198315816
Orlando Magic,Milwaukee Bucks,0.5501327869220168
Portland Trail Blazers,Philadelphia 76ers,0.9614095608537455
Atlanta Hawks,Philadelphia 76ers,0.930433335849687
Portland Trail Blazers,Boston Celtics,0.5208678947189024
Chicago Bulls,Sacramento Kings,0.6099566123420714
Charlotte Hornets,Brooklyn Nets,0.844260716558636
San Antonio Spurs,Cleveland Cavaliers,0.6494390689061506
Los Angeles Clippers,Denver Nuggets,0.7820833834697011
Detroit Pistons,Washington Wizards,0.5186703616836562
Houston Rockets,Memphis Grizzlies,0.5196674697627645
Miami Heat,Milwaukee Bucks,0.745906157063722
New York Knicks,Phoenix Suns,0.6181376100843741
Indiana Pacers,Utah Jazz,0.5753118522077338
Dallas Mavericks,Los Angeles Lakers,0.8288155160240427
Denver Nuggets,Minnesota Timberwolves,0.5414163375283709
Golden State Warriors,Orlando Magic,0.9112458789048332
Toronto Raptors,Phoenix Suns,0.8943567336910444
Los Angeles Clippers,Atlanta Hawks,0.5944198119415467
San Antonio Spurs,Brooklyn Nets,0.9617536972913152
Charlotte Hornets,Washington Wizards,0.5644597619013623
Detroit Pistons,Sacramento Kings,0.6476968485903933
Indiana Pacers,New York Knicks,0.69113547741784
Golden State Warriors,Miami Heat,0.8104987200443179
Houston Rockets,Milwaukee Bucks,0.6402984662084799
Cleveland Cavaliers,New Orleans Pelicans,0.8778953646004618
Oklahoma City Thunder,Utah Jazz,0.7317055666170845
Utah Jazz,Denver Nuggets,0.6322147101265605
Chicago Bulls,Orlando Magic,0.6313532400748518
Los Angeles Clippers,Philadelphia 76ers,0.9673173565190083
Minnesota Timberwolves,Phoenix Suns,0.6439503319555765
San Antonio Spurs,Toronto Raptors,0.6896486917656464
Boston Celtics,Washington Wizards,0.6503693167513145
Boston Celtics,Houston Rockets,0.6388145632062807
Miami Heat,Brooklyn Nets,0.8810048110554534
Atlanta Hawks,Chicago Bulls,0.6416457686721897
Golden State Warriors,Charlotte Hornets,0.8248261943164032
Cleveland Cavaliers,Sacramento Kings,0.8243710695358971
Dallas Mavericks,New York Knicks,0.6002576002218948
Toronto Raptors,Memphis Grizzlies,0.7383713872547549
Milwaukee Bucks,Philadelphia 76ers,0.8282027542708513
Oklahoma City Thunder,New Orleans Pelicans,0.8617640646665786
Portland Trail Blazers,Los Angeles Lakers,0.9001767949180882
Denver Nuggets,Phoenix Suns,0.6729684396329744
Indiana Pacers,Minnesota Timberwolves,0.7278450973629589
Oklahoma City Thunder,Dallas Mavericks,0.761991631447246
Utah Jazz,Los Angeles Lakers,0.8497035032815548
Atlanta Hawks,Washington Wizards,0.5772065815210435
Boston Celtics,Orlando Magic,0.6935736134388004
Miami Heat,Chicago Bulls,0.6208036047869293
Cleveland Cavaliers,Brooklyn Nets,0.9200501695849347
Indiana Pacers,Sacramento Kings,0.6641030835228223
San Antonio Spurs,New Orleans Pelicans,0.9276935446895773
Charlotte Hornets,New York Knicks,0.7815110190597755
Houston Rockets,Philadelphia 76ers,0.9283524926510455
Portland Trail Blazers,Memphis Grizzlies,0.6385825746707309
Toronto Raptors,Milwaukee Bucks,0.8251452837828896
Charlotte Hornets,Sacramento Kings,0.688581594204881
Golden State Warriors,Los Angeles Clippers,0.7371514349021645
Miami Heat,Detroit Pistons,0.5692393041143127
Boston Celtics,Milwaukee Bucks,0.7622146183031253
Minnesota Timberwolves,Brooklyn Nets,0.657997263579419
Denver Nuggets,Phoenix Suns,0.697557034066118
Utah Jazz,Memphis Grizzlies,0.5255538088993825
Atlanta Hawks,New York Knicks,0.7249861599400157
Chicago Bulls,Philadelphia 76ers,0.8997963368380828
Cleveland Cavaliers,Oklahoma City Thunder,0.5262742566911744
Indiana Pacers,Houston Rockets,0.5695129050430842
Washington Wizards,New Orleans Pelicans,0.7156897632408366
Golden State Warriors,Portland Trail Blazers,0.8081784292634457
San Antonio Spurs,Dallas Mavericks,0.8245994833389653
Toronto Raptors,Orlando Magic,0.7701631299925656
Boston Celtics,Detroit Pistons,0.5893075059322865
Cleveland Cavaliers,Dallas Mavericks,0.7859938730793502
Miami Heat,Brooklyn Nets,0.8564875578678711
Orlando Magic,Minnesota Timberwolves,0.5980895923051122
Sacramento Kings,Philadelphia 76ers,0.8965888092977897
Memphis Grizzlies,Phoenix Suns,0.7768669926735648
Houston Rockets,Sacramento Kings,0.6069781450285786
Denver Nuggets,Los Angeles Lakers,0.820427793096289
Charlotte Hornets,Portland Trail Blazers,0.519934152716483
San Antonio Spurs,Oklahoma City Thunder,0.6478727495096674
Toronto Raptors,New Orleans Pelicans,0.8259110486120983
Washington Wizards,New York Knicks,0.6208378302573087
Toronto Raptors,Boston Celtics,0.5959426804583692
New York Knicks,Brooklyn Nets,0.7187136066971661
Cleveland Cavaliers,Minnesota Timberwolves,0.8659647341342845
Dallas Mavericks,Philadelphia 76ers,0.8839697959427556
Memphis Grizzlies,Denver Nuggets,0.5952004929513725
Detroit Pistons,New Orleans Pelicans,0.6902967547553909
Golden State Warriors,Charlotte Hornets,0.7815225903526904
Atlanta Hawks,Miami Heat,0.5349448744168068
Oklahoma City Thunder,Chicago Bulls,0.7529828816580927
Indiana Pacers,Orlando Magic,0.6742278156739687
Los Angeles Clippers,Phoenix Suns,0.8947158758939634
Utah Jazz,Milwaukee Bucks,0.651359372464667
Atlanta Hawks,Houston Rockets,0.6445153795866304
Golden State Warriors,Los Angeles Clippers,0.7727517724770503
San Antonio Spurs,Philadelphia 76ers,0.9780885087638992
Washington Wizards,Los Angeles Lakers,0.8407505426247321
Boston Celtics,Los Angeles Lakers,0.9060650808615613
Indiana Pacers,Brooklyn Nets,0.8585388733504855
Denver Nuggets,Milwaukee Bucks,0.5342485527235568
Detroit Pistons,Minnesota Timberwolves,0.7167555689692646
Chicago Bulls,Houston Rockets,0.5293030439955116
Oklahoma City Thunder,Memphis Grizzlies,0.7910230614417468
Toronto Raptors,Orlando Magic,0.7935784282375743
Portland Trail Blazers,Dallas Mavericks,0.5991065834539768
Sacramento Kings,Phoenix Suns,0.6737178302022829
Atlanta Hawks,Orlando Magic,0.666060180740695
Indiana Pacers,Detroit Pistons,0.5176788194043047
Miami Heat,Philadelphia 76ers,0.9332345208102691
Memphis Grizzlies,Minnesota Timberwolves,0.6405737759884864
Cleveland Cavaliers,New York Knicks,0.8668886307536874
Milwaukee Bucks,Phoenix Suns,0.6736599749975404
Golden State Warriors,Sacramento Kings,0.9160257283729254
San Antonio Spurs,Denver Nuggets,0.8935102244883597
Charlotte Hornets,Utah Jazz,0.6333677528825598
Washington Wizards,New Orleans Pelicans,0.6368879184511996
Los Angeles Clippers,Boston Celtics,0.5636051886828674
Toronto Raptors,Brooklyn Nets,0.9185247151462614
Oklahoma City Thunder,Portland Trail Blazers,0.6481796660021324
Atlanta Hawks,Utah Jazz,0.5875513411442401
Dallas Mavericks,Denver Nuggets,0.6348266718427598
Detroit Pistons,Philadelphia 76ers,0.9134704129956458
Oklahoma City Thunder,Indiana Pacers,0.681227871221836
San Antonio Spurs,Memphis Grizzlies,0.86292071604871
Miami Heat,Minnesota Timberwolves,0.7653951932434839
New Orleans Pelicans,Phoenix Suns,0.5945304369019238
New York Knicks,Los Angeles Lakers,0.7319376522814215
Chicago Bulls,Sacramento Kings,0.6453399968884329
Toronto Raptors,Los Angeles Clippers,0.5340835848617682
Cleveland Cavaliers,Washington Wizards,0.7710724936020816
Charlotte Hornets,Brooklyn Nets,0.844260716558636
Portland Trail Blazers,Dallas Mavericks,0.6841205033120039
Houston Rockets,Orlando Magic,0.5694274901788977
Atlanta Hawks,Denver Nuggets,0.7154259889828466
Washington Wizards,Brooklyn Nets,0.8314731905516355
Detroit Pistons,Los Angeles Lakers,0.8702812727074634
Golden State Warriors,Chicago Bulls,0.8464518824160977
Cleveland Cavaliers,Indiana Pacers,0.7113705524704372
Memphis Grizzlies,Phoenix Suns,0.7492752710977378
Miami Heat,Milwaukee Bucks,0.7530565927056387
Toronto Raptors,Minnesota Timberwolves,0.8324343207905391
Utah Jazz,New Orleans Pelicans,0.7069559463556863
Los Angeles Clippers,New York Knicks,0.8202201634486896
San Antonio Spurs,Philadelphia 76ers,0.9869096863366892
Boston Celtics,Sacramento Kings,0.7381958225146714
Charlotte Hornets,Houston Rockets,0.59669848721395
Utah Jazz,Dallas Mavericks,0.552045965146154
Oklahoma City Thunder,Cleveland Cavaliers,0.5207072023243389
Orlando Magic,Philadelphia 76ers,0.8534326335342299
Boston Celtics,Portland Trail Blazers,0.5213109743838047
Miami Heat,Brooklyn Nets,0.8810048110554534
San Antonio Spurs,Detroit Pistons,0.8254750162837114
Golden State Warriors,Memphis Grizzlies,0.882863637585801
Milwaukee Bucks,Los Angeles Lakers,0.7539194156164296
New Orleans Pelicans,Minnesota Timberwolves,0.512453229861362
Denver Nuggets,New York Knicks,0.5532195962088923
Chicago Bulls,Phoenix Suns,0.8121466739989113
Atlanta Hawks,Sacramento Kings,0.7457908341713927
Indiana Pacers,Washington Wizards,0.591944935254096
Los Angeles Clippers,Charlotte Hornets,0.6069004407442313
Cleveland Cavaliers,Denver Nuggets,0.8351535327133621
Dallas Mavericks,Orlando Magic,0.5318634233812133
Houston Rockets,Phoenix Suns,0.769647146371336
Indiana Pacers,Milwaukee Bucks,0.7045152390911296
Golden State Warriors,Oklahoma City Thunder,0.6629194179162728
Miami Heat,Philadelphia 76ers,0.9568916941184369
Boston Celtics,Utah Jazz,0.6346478516773624
Chicago Bulls,Minnesota Timberwolves,0.6887696818320943
San Antonio Spurs,New York Knicks,0.9207705895544784
Sacramento Kings,New Orleans Pelicans,0.5364185883610748
Toronto Raptors,Detroit Pistons,0.6799313008680844
Memphis Grizzlies,Brooklyn Nets,0.8017623244072722
Charlotte Hornets,Philadelphia 76ers,0.9269889138633934
Boston Celtics,Dallas Mavericks,0.6697888731204126
Golden State Warriors,Denver Nuggets,0.9162874372737474
San Antonio Spurs,Indiana Pacers,0.8147520682092313
Miami Heat,Orlando Magic,0.6757973906070543
Detroit Pistons,Milwaukee Bucks,0.6869243111491699
New Orleans Pelicans,Phoenix Suns,0.6724900715949489
Atlanta Hawks,Portland Trail Blazers,0.5312021549543031
Los Angeles Clippers,Utah Jazz,0.6878395080771208
Oklahoma City Thunder,Washington Wizards,0.7449291121495313
Toronto Raptors,Chicago Bulls,0.7137055344265861
Sacramento Kings,Los Angeles Lakers,0.8314028359889362
Cleveland Cavaliers,Minnesota Timberwolves,0.8612943635233119
Boston Celtics,Philadelphia 76ers,0.938186416965729
Milwaukee Bucks,Brooklyn Nets,0.705708198425613
Cleveland Cavaliers,Indiana Pacers,0.6910280670760459
Denver Nuggets,Minnesota Timberwolves,0.5669562415759412
Detroit Pistons,Dallas Mavericks,0.5264755641773026
Golden State Warriors,Sacramento Kings,0.9054251974843971
Miami Heat,Houston Rockets,0.6237422459211222
Los Angeles Clippers,Atlanta Hawks,0.52231798206255
Memphis Grizzlies,New Orleans Pelicans,0.6261264640776563
Oklahoma City Thunder,New York Knicks,0.8569713003701445
San Antonio Spurs,Orlando Magic,0.8955635311546708
Phoenix Suns,Los Angeles Lakers,0.5944691793680305
Toronto Raptors,Charlotte Hornets,0.5938471167731217
Portland Trail Blazers,Utah Jazz,0.6497070029786145
Boston Celtics,Chicago Bulls,0.632472588977361
Indiana Pacers,Washington Wizards,0.5367880310433946
Cleveland Cavaliers,New York Knicks,0.8415821394926831
Charlotte Hornets,Detroit Pistons,0.5927924707478233
Golden State Warriors,Los Angeles Clippers,0.7371514349021645
Houston Rockets,New Orleans Pelicans,0.6879891668512059
Portland Trail Blazers,Orlando Magic,0.7391517039517709
Sacramento Kings,Denver Nuggets,0.5074270049516855
Miami Heat,Atlanta Hawks,0.5236222185576433
Chicago Bulls,Phoenix Suns,0.7718562047340713
Denver Nuggets,Brooklyn Nets,0.6998809426239468
Indiana Pacers,Memphis Grizzlies,0.5856902581568105
San Antonio Spurs,Los Angeles Clippers,0.7395914651058314
Utah Jazz,Milwaukee Bucks,0.660734705493558
Dallas Mavericks,Minnesota Timberwolves,0.6781600264347936
Oklahoma City Thunder,Los Angeles Lakers,0.9507843834871491
Washington Wizards,Philadelphia 76ers,0.9366775229995057
Toronto Raptors,Boston Celtics,0.5925158490960974
Cleveland Cavaliers,Chicago Bulls,0.7299311174402524
Dallas Mavericks,New Orleans Pelicans,0.6166409223609247
Golden State Warriors,Brooklyn Nets,0.9591364597331833
Houston Rockets,Minnesota Timberwolves,0.6800760829355653
Miami Heat,Indiana Pacers,0.5370119670708178
New York Knicks,Philadelphia 76ers,0.8111947859972696
Atlanta Hawks,Orlando Magic,0.7341335158970326
Charlotte Hornets,Sacramento Kings,0.7371282546174466
Memphis Grizzlies,Denver Nuggets,0.5952004929513725
Boston Celtics,Detroit Pistons,0.5941234537533615
Los Angeles Clippers,Charlotte Hornets,0.5335802253489823
San Antonio Spurs,Los Angeles Lakers,0.977210986732021
Milwaukee Bucks,Phoenix Suns,0.6449241944669238
Oklahoma City Thunder,New Orleans Pelicans,0.8651961349802163
Toronto Raptors,Portland Trail Blazers,0.5766002933575489
Utah Jazz,Washington Wizards,0.5305552139180085
Atlanta Hawks,Boston Celtics,0.5144091541900536
Cleveland Cavaliers,Milwaukee Bucks,0.8498604501957234
Miami Heat,Dallas Mavericks,0.6586652682682237
Indiana Pacers,Houston Rockets,0.5760770668723565
Toronto Raptors,New York Knicks,0.8389749549643216
Golden State Warriors,Philadelphia 76ers,0.9890431665684815
Sacramento Kings,Minnesota Timberwolves,0.5677925413553812
Chicago Bulls,Denver Nuggets,0.6279619749070852
Portland Trail Blazers,Detroit Pistons,0.6098260406389746
Charlotte Hornets,Los Angeles Lakers,0.9295668283157242
Memphis Grizzlies,Phoenix Suns,0.7492752710977378
Oklahoma City Thunder,Utah Jazz,0.7640259437264342
Golden State Warriors,Washington Wizards,0.8779956182888595
Atlanta Hawks,Dallas Mavericks,0.5848223819488365
Cleveland Cavaliers,Boston Celtics,0.6483264847548433
Los Angeles Clippers,Houston Rockets,0.6719915904243033
Miami Heat,Philadelphia 76ers,0.9332345208102691
Denver Nuggets,Milwaukee Bucks,0.5246143698859531
Detroit Pistons,New Orleans Pelicans,0.7310299728400562
Orlando Magic,New York Knicks,0.5343825633028448
Sacramento Kings,Brooklyn Nets,0.700596100300837
San Antonio Spurs,Indiana Pacers,0.7874190578925019
Toronto Raptors,Washington Wizards,0.6963823877652823
Utah Jazz,Minnesota Timberwolves,0.6807572781032121
Golden State Warriors,Chicago Bulls,0.8694109617356891
Charlotte Hornets,Phoenix Suns,0.8694945881700697
Oklahoma City Thunder,Portland Trail Blazers,0.6309699502322903
Cleveland Cavaliers,Atlanta Hawks,0.67659156684357
Memphis Grizzlies,Dallas Mavericks,0.5131762853395947
Boston Celtics,Los Angeles Lakers,0.9299271631041354
Los Angeles Clippers,Milwaukee Bucks,0.802610267809595
San Antonio Spurs,New Orleans Pelicans,0.9276935446895773
Miami Heat,Orlando Magic,0.7162920809107598
New York Knicks,Philadelphia 76ers,0.8845339258064879
Oklahoma City Thunder,Phoenix Suns,0.9131802120811267
Utah Jazz,Brooklyn Nets,0.7915909038969384
Toronto Raptors,Washington Wizards,0.7293394039612844
Los Angeles Clippers,Chicago Bulls,0.685824164669953
Charlotte Hornets,Denver Nuggets,0.7377879082488247
Houston Rockets,Memphis Grizzlies,0.5247726287640947
Cleveland Cavaliers,Miami Heat,0.6668664514427609
Toronto Raptors,Milwaukee Bucks,0.8228052690881906
Detroit Pistons,Philadelphia 76ers,0.9410758359773914
Portland Trail Blazers,Brooklyn Nets,0.858325934233095
San Antonio Spurs,Minnesota Timberwolves,0.9145303258217464
Atlanta Hawks,Indiana Pacers,0.5260298836987429
Oklahoma City Thunder,Dallas Mavericks,0.7610263902839735
New Orleans Pelicans,Los Angeles Lakers,0.8026636180526467
Golden State Warriors,New York Knicks,0.9329511892406488
Boston Celtics,Phoenix Suns,0.870119310950181
Utah Jazz,Sacramento Kings,0.6314221461131331
Washington Wizards,Orlando Magic,0.5533447040569278
Golden State Warriors,Atlanta Hawks,0.8171803105242125
Charlotte Hornets,Indiana Pacers,0.5130418214057836
Cleveland Cavaliers,Miami Heat,0.6470636597602021
Sacramento Kings,Denver Nuggets,0.512510029045621
Detroit Pistons,Chicago Bulls,0.5142352811609947
Los Angeles Clippers,Boston Celtics,0.53220702648939
Memphis Grizzlies,Brooklyn Nets,0.7720353958941011
Orlando Magic,New York Knicks,0.5343825633028448
Milwaukee Bucks,Philadelphia 76ers,0.8778927349965457
San Antonio Spurs,Houston Rockets,0.8387539755133259
Utah Jazz,New Orleans Pelicans,0.6525657606266108
Dallas Mavericks,Los Angeles Lakers,0.8288155160240427
Oklahoma City Thunder,Portland Trail Blazers,0.6481796660021324
Washington Wizards,Phoenix Suns,0.8094221476826264
Atlanta Hawks,Brooklyn Nets,0.8509805746254059
Washington Wizards,Denver Nuggets,0.6420482155536822
Golden State Warriors,Boston Celtics,0.7805791827361996
Utah Jazz,Houston Rockets,0.5142590387677144
Indiana Pacers,Detroit Pistons,0.5176788194043047
Charlotte Hornets,Miami Heat,0.523686167592698
New York Knicks,Milwaukee Bucks,0.5127699175600967
Los Angeles Clippers,Minnesota Timberwolves,0.8130874513944673
Toronto Raptors,New Orleans Pelicans,0.8518954842163922
Chicago Bulls,Orlando Magic,0.6313532400748518
San Antonio Spurs,Sacramento Kings,0.8860238949056981
Cleveland Cavaliers,Detroit Pistons,0.7260656830725203
Los Angeles Clippers,Memphis Grizzlies,0.7119225632950659
San Antonio Spurs,Oklahoma City Thunder,0.6215806638192258
Phoenix Suns,Los Angeles Lakers,0.5944691793680305
Portland Trail Blazers,Philadelphia 76ers,0.9341653465012503
Toronto Raptors,Atlanta Hawks,0.6259891749061443
Chicago Bulls,Houston Rockets,0.5113382742653586
Charlotte Hornets,Orlando Magic,0.6543882068978297
Dallas Mavericks,Brooklyn Nets,0.764861496384273
Boston Celtics,Denver Nuggets,0.7388537462698379
Indiana Pacers,Milwaukee Bucks,0.7142688649233901
Golden State Warriors,Minnesota Timberwolves,0.9299088480917221
Washington Wizards,Sacramento Kings,0.6412648181466061
Charlotte Hornets,New Orleans Pelicans,0.7283115185899819
Dallas Mavericks,Phoenix Suns,0.7416248295319511
Detroit Pistons,New York Knicks,0.6754042382754696
Los Angeles Clippers,Philadelphia 76ers,0.94618110625712
Atlanta Hawks,Memphis Grizzlies,0.6696463041915677
Toronto Raptors,Miami Heat,0.6156069075069307
Milwaukee Bucks,Minnesota Timberwolves,0.5360879060713698
Oklahoma City Thunder,Utah Jazz,0.7640259437264342
Cleveland Cavaliers,Orlando Magic,0.8277458645624136
Portland Trail Blazers,Washington Wizards,0.5915698132059144
Sacramento Kings,Denver Nuggets,0.5074270049516855
Golden State Warriors,San Antonio Spurs,0.5725188320624482
Boston Celtics,Chicago Bulls,0.6034874302027773
New York Knicks,Brooklyn Nets,0.7187136066971661
Cleveland Cavaliers,Houston Rockets,0.7593383195779708
Miami Heat,Indiana Pacers,0.5642570213960155
Los Angeles Lakers,Philadelphia 76ers,0.5379845826468089
Portland Trail Blazers,Phoenix Suns,0.8773484735354886
Charlotte Hornets,Chicago Bulls,0.5600887482073832
Denver Nuggets,Los Angeles Lakers,0.7763405508170923
Memphis Grizzlies,Milwaukee Bucks,0.6248810440068026
Washington Wizards,Minnesota Timberwolves,0.6849499071778701
